activity_id,user_id,activity_type,duration_min,calories_burned,distance_km,date
act-001204,user-0219,yoga,25,71,0.0,2025-10-16 13:50:22
act-001205,user-0220,weight_training,100,636,0.0,2025-10-02 09:57:16
act-001206,user-0220,weight_training,38,194,0.0,2025-08-04 12:46:02
act-001207,user-0220,yoga,99,354,0.0,2025-09-10 15:54:44
act-001208,user-0221,walking,18,57,1.93,2025-08-08 21:29:47
act-001209,user-0221,walking,34,117,3.2,2025-08-01 00:16:53
act-001210,user-0221,cycling,71,518,7.39,2025-09-10 09:03:07
act-001211,user-0221,walking,70,257,9.35,2025-09-14 13:51:31
act-001212,user-0221,swimming,22,246,0.0,2025-09-17 09:54:54
act-001213,user-0222,cycling,95,753,9.22,2025-09-21 20:10:03
act-001214,user-0222,cycling,100,825,11.04,2025-09-11 18:20:45
act-001215,user-0222,weight_training,93,657,0.0,2025-08-07 12:34:00
act-001216,user-0222,yoga,81,289,0.0,2025-08-24 02:23:43
act-001217,user-0222,swimming,68,791,0.0,2025-08-06 10:00:05
act-001218,user-0222,swimming,97,1387,0.0,2025-09-18 18:54:16
act-001219,user-0222,walking,89,422,11.96,2025-08-21 20:15:36
act-001220,user-0223,running,98,1099,12.3,2025-08-19 13:04:37
act-001221,user-0223,cycling,65,554,9.1,2025-07-31 17:59:38
act-001222,user-0223,weight_training,26,148,0.0,2025-10-08 04:32:16
act-001223,user-0223,walking,45,206,4.18,2025-09-15 17:36:01
act-001224,user-0224,yoga,70,182,0.0,2025-09-25 05:30:16
act-001225,user-0224,walking,51,235,5.8,2025-10-05 15:09:56
act-001226,user-0224,walking,62,246,5.79,2025-10-20 07:01:38
act-001227,user-0224,running,35,392,4.7,2025-09-03 15:45:53
act-001228,user-0224,swimming,108,1218,0.0,2025-08-12 16:59:56
act-001229,user-0224,swimming,45,522,0.0,2025-08-12 00:28:29
act-001230,user-0224,yoga,96,295,0.0,2025-07-31 23:08:54
act-001231,user-0225,cycling,62,495,7.63,2025-07-29 14:21:58
act-001232,user-0225,yoga,103,288,0.0,2025-08-10 04:24:37
act-001233,user-0225,swimming,69,839,0.0,2025-08-13 17:16:20
act-001234,user-0225,yoga,38,126,0.0,2025-08-29 18:19:22
act-001235,user-0225,weight_training,72,409,0.0,2025-10-15 06:52:04
act-001236,user-0225,cycling,76,658,9.5,2025-10-02 05:39:25
act-001237,user-0226,running,59,618,5.32,2025-09-19 03:25:23
act-001238,user-0226,weight_training,111,535,0.0,2025-08-26 12:55:13
act-001239,user-0226,running,49,557,6.81,2025-10-09 03:56:58
act-001240,user-0226,swimming,110,1567,0.0,2025-08-22 07:24:11
act-001241,user-0226,cycling,51,402,4.57,2025-09-18 02:11:10
act-001242,user-0227,running,86,898,10.93,2025-09-26 09:00:00
act-001243,user-0227,yoga,28,82,0.0,2025-08-16 11:45:12
act-001244,user-0227,yoga,15,47,0.0,2025-10-20 23:38:17
act-001245,user-0227,cycling,70,509,10.38,2025-09-15 07:15:09
act-001246,user-0227,walking,73,293,7.48,2025-08-05 22:51:35
act-001247,user-0227,yoga,46,148,0.0,2025-09-15 13:29:51
act-001248,user-0228,yoga,44,142,0.0,2025-10-04 15:22:06
act-001249,user-0228,swimming,114,1103,0.0,2025-10-18 10:48:41
act-001250,user-0228,swimming,76,1079,0.0,2025-08-05 11:35:59
act-001251,user-0229,yoga,120,339,0.0,2025-08-30 09:12:25
act-001252,user-0229,running,28,258,2.32,2025-07-27 03:13:58
act-001253,user-0229,weight_training,59,334,0.0,2025-08-03 12:22:23
act-001254,user-0229,cycling,61,452,8.13,2025-10-13 06:35:07
act-001255,user-0229,running,26,277,2.64,2025-08-11 10:25:13
act-001256,user-0229,weight_training,37,263,0.0,2025-10-17 19:38:32
act-001257,user-0229,weight_training,73,350,0.0,2025-09-16 13:36:32
act-001258,user-0229,running,61,720,5.01,2025-10-19 05:55:09
act-001259,user-0230,walking,85,311,11.43,2025-07-28 09:00:48
act-001260,user-0230,swimming,36,422,0.0,2025-08-03 21:05:31
act-001261,user-0230,cycling,81,757,6.83,2025-07-27 21:52:44
act-001262,user-0230,cycling,72,560,10.53,2025-07-29 19:56:21
act-001263,user-0230,walking,102,335,12.94,2025-09-04 14:12:38
act-001264,user-0231,walking,99,323,11.86,2025-08-07 21:17:31
act-001265,user-0231,running,24,193,2.94,2025-09-11 00:05:53
act-001266,user-0231,walking,97,412,13.76,2025-10-15 08:50:09
act-001267,user-0232,weight_training,71,348,0.0,2025-10-19 07:57:25
act-001268,user-0232,running,76,835,9.68,2025-08-29 18:48:47
act-001269,user-0232,walking,107,410,9.61,2025-10-12 15:01:07
act-001270,user-0232,cycling,37,263,4.26,2025-08-14 08:07:56
act-001271,user-0232,walking,21,81,1.88,2025-10-24 12:04:15
act-001272,user-0232,weight_training,26,174,0.0,2025-08-30 01:21:38
act-001273,user-0232,yoga,113,389,0.0,2025-10-15 13:01:08
act-001274,user-0232,weight_training,24,136,0.0,2025-08-31 16:23:52
act-001275,user-0233,weight_training,25,179,0.0,2025-10-20 08:55:29
act-001276,user-0233,running,111,1232,13.59,2025-09-14 03:29:01
act-001277,user-0233,swimming,79,1097,0.0,2025-08-12 15:08:21
act-001278,user-0234,weight_training,24,138,0.0,2025-09-01 07:10:57
act-001279,user-0234,yoga,24,59,0.0,2025-09-25 11:11:22
act-001280,user-0234,cycling,56,395,6.16,2025-10-21 02:09:44
act-001281,user-0234,weight_training,95,668,0.0,2025-09-25 13:11:25
act-001282,user-0234,walking,89,307,11.1,2025-08-29 10:55:02
act-001283,user-0234,weight_training,15,80,0.0,2025-09-23 17:05:17
act-001284,user-0235,weight_training,54,283,0.0,2025-09-03 23:05:33
act-001285,user-0235,swimming,87,1027,0.0,2025-08-01 02:55:19
act-001286,user-0235,walking,119,443,16.91,2025-08-29 11:24:31
act-001287,user-0235,yoga,117,408,0.0,2025-10-11 10:06:43
act-001288,user-0235,swimming,55,645,0.0,2025-10-07 13:32:42
act-001289,user-0236,cycling,75,528,10.97,2025-07-28 21:18:46
act-001290,user-0236,weight_training,25,152,0.0,2025-08-16 05:34:00
act-001291,user-0236,swimming,85,826,0.0,2025-08-04 08:36:12
act-001292,user-0236,running,16,136,1.91,2025-08-15 02:20:19
act-001293,user-0236,walking,56,234,4.71,2025-09-03 22:50:37
act-001294,user-0237,yoga,105,362,0.0,2025-08-30 20:10:12
act-001295,user-0237,cycling,102,724,10.25,2025-09-08 14:08:00
act-001296,user-0237,running,80,705,7.38,2025-09-13 14:31:39
act-001297,user-0237,running,66,540,7.36,2025-08-28 04:42:04
act-001298,user-0237,cycling,112,966,13.87,2025-09-28 17:44:07
act-001299,user-0238,walking,117,545,9.85,2025-08-30 00:42:43
act-001300,user-0238,running,46,471,6.36,2025-09-12 00:55:19
act-001301,user-0238,yoga,87,263,0.0,2025-09-29 20:07:08
act-001302,user-0238,yoga,61,177,0.0,2025-08-09 18:16:05
act-001303,user-0238,cycling,30,228,2.95,2025-10-11 23:17:42
act-001304,user-0238,cycling,100,911,13.69,2025-07-31 23:41:11
act-001305,user-0238,weight_training,27,170,0.0,2025-10-07 04:45:18
act-001306,user-0239,swimming,110,1571,0.0,2025-08-16 10:02:01
act-001307,user-0239,weight_training,92,652,0.0,2025-09-16 08:38:30
act-001308,user-0239,walking,92,424,9.4,2025-09-09 14:48:08
act-001309,user-0239,walking,68,285,10.07,2025-08-05 20:29:59
act-001310,user-0240,swimming,67,761,0.0,2025-08-31 09:59:19
act-001311,user-0240,yoga,109,360,0.0,2025-10-06 03:24:05
act-001312,user-0240,yoga,84,279,0.0,2025-10-20 10:04:53
act-001313,user-0240,walking,18,70,1.94,2025-08-19 19:20:50
act-001314,user-0240,walking,85,374,7.21,2025-08-12 20:04:19
act-001315,user-0241,weight_training,95,610,0.0,2025-08-06 06:42:25
act-001316,user-0241,walking,47,171,4.37,2025-09-05 10:29:22
act-001317,user-0241,running,88,875,11.84,2025-09-30 16:53:29
act-001318,user-0241,yoga,73,213,0.0,2025-09-23 03:15:20
act-001319,user-0241,cycling,119,1021,11.36,2025-08-31 21:17:46
act-001320,user-0241,running,36,339,4.7,2025-09-22 11:28:35
act-001321,user-0242,weight_training,85,516,0.0,2025-08-21 11:22:31
act-001322,user-0242,cycling,55,449,8.05,2025-10-12 16:34:10
act-001323,user-0242,running,55,440,4.59,2025-10-13 13:50:52
act-001324,user-0243,cycling,105,881,12.85,2025-09-30 17:02:17
act-001325,user-0243,weight_training,112,686,0.0,2025-10-10 15:33:04
act-001326,user-0243,cycling,80,546,7.54,2025-09-20 01:23:53
act-001327,user-0243,running,46,505,5.01,2025-09-04 17:20:27
act-001328,user-0244,cycling,95,703,8.34,2025-09-14 11:45:41
act-001329,user-0244,running,16,181,1.73,2025-08-10 19:03:17
act-001330,user-0244,cycling,78,742,9.87,2025-08-23 22:57:51
act-001331,user-0244,running,73,704,6.6,2025-08-04 03:45:02
act-001332,user-0244,weight_training,19,101,0.0,2025-09-27 11:03:50
act-001333,user-0244,running,53,450,4.5,2025-10-04 02:53:26
act-001334,user-0244,weight_training,94,621,0.0,2025-09-17 20:22:42
act-001335,user-0245,cycling,25,193,3.21,2025-08-14 07:42:45
act-001336,user-0245,weight_training,22,123,0.0,2025-08-25 06:32:18
act-001337,user-0245,weight_training,30,156,0.0,2025-09-23 06:27:32
act-001338,user-0245,running,63,544,5.04,2025-08-13 20:57:49
act-001339,user-0246,running,105,928,10.67,2025-08-30 19:26:36
act-001340,user-0246,yoga,50,127,0.0,2025-09-20 13:59:10
act-001341,user-0246,swimming,43,432,0.0,2025-10-13 20:14:09
act-001342,user-0247,walking,38,148,5.17,2025-09-17 03:13:55
act-001343,user-0247,walking,17,69,1.49,2025-09-15 18:32:46
act-001344,user-0247,walking,115,457,15.55,2025-09-04 09:40:07
act-001345,user-0247,weight_training,52,317,0.0,2025-09-03 18:43:19
act-001346,user-0248,walking,98,317,10.79,2025-08-28 01:58:27
act-001347,user-0248,walking,48,196,6.24,2025-09-02 09:16:10
act-001348,user-0248,walking,93,390,10.99,2025-08-28 01:22:32
act-001349,user-0248,walking,69,296,6.6,2025-09-02 15:36:11
act-001350,user-0248,yoga,41,110,0.0,2025-08-30 01:32:03
act-001351,user-0248,running,68,672,5.67,2025-10-01 23:20:42
act-001352,user-0248,running,104,1228,13.28,2025-09-13 12:22:48
act-001353,user-0249,walking,120,535,13.7,2025-09-06 12:22:56
act-001354,user-0249,yoga,102,295,0.0,2025-07-27 04:42:28
act-001355,user-0249,running,120,1253,16.88,2025-10-05 17:40:01
act-001356,user-0249,running,69,639,8.08,2025-09-18 21:55:49
act-001357,user-0249,weight_training,59,408,0.0,2025-08-12 20:01:39
act-001358,user-0249,running,33,351,4.87,2025-08-13 14:10:23
act-001359,user-0250,swimming,89,1097,0.0,2025-08-24 09:57:36
act-001360,user-0250,cycling,33,313,4.74,2025-10-01 10:35:41
act-001361,user-0250,swimming,108,1337,0.0,2025-10-17 10:29:00
act-001362,user-0250,cycling,41,381,5.52,2025-08-29 09:19:17
act-001363,user-0250,running,20,239,2.63,2025-08-17 11:10:10
act-001364,user-0250,swimming,81,1080,0.0,2025-08-15 22:32:51
act-001365,user-0250,cycling,55,371,6.19,2025-09-29 10:41:55
act-001366,user-0250,yoga,109,313,0.0,2025-09-23 02:43:36
act-001367,user-0251,running,99,1110,12.89,2025-08-30 13:34:58
act-001368,user-0251,swimming,46,598,0.0,2025-10-23 14:18:02
act-001369,user-0251,weight_training,16,113,0.0,2025-08-15 14:38:40
act-001370,user-0251,weight_training,110,681,0.0,2025-09-14 10:05:22
act-001371,user-0252,cycling,86,661,12.27,2025-10-19 19:54:15
act-001372,user-0252,cycling,98,912,8.48,2025-08-01 00:18:14
act-001373,user-0252,cycling,119,962,17.45,2025-09-11 20:42:49
act-001374,user-0252,swimming,108,1176,0.0,2025-09-02 23:52:41
act-001375,user-0253,swimming,57,796,0.0,2025-08-24 16:02:26
act-001376,user-0253,cycling,56,511,4.78,2025-09-24 12:37:52
act-001377,user-0253,swimming,60,628,0.0,2025-08-06 14:38:07
act-001378,user-0253,running,48,430,6.69,2025-09-03 02:45:31
act-001379,user-0253,yoga,67,212,0.0,2025-09-05 18:47:22
act-001380,user-0254,yoga,48,123,0.0,2025-08-14 17:18:42
act-001381,user-0254,cycling,81,750,11.56,2025-08-15 15:09:10
act-001382,user-0254,cycling,115,1061,12.57,2025-09-04 18:48:54
act-001383,user-0254,swimming,104,1480,0.0,2025-09-28 08:10:10
act-001384,user-0254,running,102,1073,14.11,2025-09-22 15:44:56
act-001385,user-0254,swimming,117,1561,0.0,2025-08-14 08:28:04
act-001386,user-0254,cycling,86,732,12.66,2025-10-19 18:28:35
act-001387,user-0255,yoga,98,341,0.0,2025-09-01 21:07:04
act-001388,user-0255,walking,69,291,9.93,2025-08-30 09:55:23
act-001389,user-0255,walking,61,285,6.03,2025-08-25 09:45:37
act-001390,user-0255,cycling,31,288,4.3,2025-08-05 10:40:25
act-001391,user-0256,walking,108,431,14.61,2025-10-17 16:17:36
act-001392,user-0256,walking,79,333,8.3,2025-08-15 04:32:06
act-001393,user-0256,walking,116,404,10.55,2025-08-25 21:23:43
act-001394,user-0256,cycling,53,368,5.87,2025-09-18 14:00:47
act-001395,user-0257,yoga,62,204,0.0,2025-09-23 03:31:33
act-001396,user-0257,cycling,96,776,11.5,2025-10-10 23:17:31
act-001397,user-0257,running,112,1066,10.18,2025-10-10 22:37:09
act-001398,user-0257,running,88,790,9.45,2025-07-28 12:01:58
act-001399,user-0257,walking,49,231,6.86,2025-08-14 23:59:06
act-001400,user-0258,cycling,103,876,13.37,2025-09-03 18:33:38
act-001401,user-0258,swimming,107,1509,0.0,2025-08-21 11:16:10
act-001402,user-0258,cycling,35,277,2.87,2025-09-14 23:58:55
act-001403,user-0258,cycling,74,649,6.03,2025-08-02 04:15:22
act-001404,user-0258,yoga,26,84,0.0,2025-09-25 00:24:22
act-001405,user-0258,walking,30,122,4.31,2025-08-29 00:41:45
act-001406,user-0258,walking,58,258,6.52,2025-10-20 19:04:23
act-001407,user-0258,yoga,39,112,0.0,2025-10-15 12:05:40
act-001408,user-0259,running,33,294,4.57,2025-08-29 23:07:52
act-001409,user-0259,swimming,61,659,0.0,2025-09-04 19:37:54
act-001410,user-0259,yoga,19,58,0.0,2025-08-15 05:39:13
act-001411,user-0259,cycling,118,942,15.06,2025-10-24 17:14:20
act-001412,user-0260,yoga,21,60,0.0,2025-08-05 06:14:45
act-001413,user-0260,walking,111,467,11.11,2025-10-12 21:36:00
act-001414,user-0260,walking,55,208,8.07,2025-10-15 13:16:54
act-001415,user-0260,yoga,100,346,0.0,2025-09-09 04:51:32
act-001416,user-0261,running,37,318,5.0,2025-09-30 04:39:48
act-001417,user-0261,running,51,526,6.76,2025-10-17 12:49:24
act-001418,user-0261,running,37,405,4.24,2025-10-21 05:02:11
act-001419,user-0261,weight_training,104,613,0.0,2025-08-20 21:26:27
act-001420,user-0261,yoga,88,291,0.0,2025-08-29 19:21:14
act-001421,user-0262,cycling,61,523,5.77,2025-08-10 04:21:04
act-001422,user-0262,yoga,67,239,0.0,2025-10-12 05:20:54
act-001423,user-0262,yoga,58,202,0.0,2025-08-15 18:15:18
act-001424,user-0262,running,63,731,9.4,2025-07-29 13:31:00
act-001425,user-0262,walking,90,393,10.65,2025-07-29 02:57:10
act-001426,user-0262,swimming,40,526,0.0,2025-10-07 22:17:53
act-001427,user-0262,swimming,65,772,0.0,2025-09-05 07:40:33
act-001428,user-0263,yoga,51,162,0.0,2025-09-09 14:47:58
act-001429,user-0263,weight_training,84,602,0.0,2025-09-14 16:20:44
act-001430,user-0263,running,92,998,13.1,2025-09-22 23:27:34
act-001431,user-0263,running,97,863,12.63,2025-08-11 03:40:56
act-001432,user-0263,swimming,65,702,0.0,2025-08-07 01:11:43
act-001433,user-0263,weight_training,83,519,0.0,2025-08-30 01:54:15
act-001434,user-0263,cycling,50,441,4.03,2025-08-10 17:12:48
act-001435,user-0264,weight_training,35,215,0.0,2025-09-11 05:39:37
act-001436,user-0264,cycling,105,930,12.68,2025-08-31 13:23:46
act-001437,user-0264,walking,95,398,8.51,2025-09-04 03:58:02
act-001438,user-0264,running,43,380,3.9,2025-09-30 07:28:08
act-001439,user-0264,walking,94,323,12.8,2025-08-31 11:53:01
act-001440,user-0264,running,43,504,4.65,2025-10-21 06:23:36
act-001441,user-0264,walking,92,323,11.79,2025-09-18 00:03:36
act-001442,user-0264,walking,98,451,13.38,2025-07-28 23:47:04
act-001443,user-0265,walking,48,174,6.36,2025-08-19 01:01:25
act-001444,user-0265,cycling,21,138,2.67,2025-10-14 10:08:04
act-001445,user-0265,cycling,37,313,5.44,2025-08-09 01:45:05
act-001446,user-0265,cycling,116,1105,11.76,2025-09-21 02:24:11
act-001447,user-0265,cycling,26,197,2.98,2025-08-16 02:22:11
act-001448,user-0265,yoga,102,270,0.0,2025-07-27 07:54:46
act-001449,user-0265,walking,71,230,8.84,2025-07-27 23:47:43
act-001450,user-0265,weight_training,20,117,0.0,2025-10-02 18:24:30
act-001451,user-0266,walking,97,437,10.9,2025-08-29 11:14:06
act-001452,user-0266,swimming,105,1194,0.0,2025-09-24 20:40:38
act-001453,user-0266,walking,94,382,9.54,2025-08-22 20:33:24
act-001454,user-0266,cycling,91,609,9.99,2025-09-15 09:09:15
act-001455,user-0266,weight_training,47,301,0.0,2025-08-26 09:53:50
act-001456,user-0266,cycling,71,579,9.57,2025-10-23 11:28:37
act-001457,user-0266,cycling,35,272,5.07,2025-08-10 19:47:21
act-001458,user-0267,cycling,35,228,3.74,2025-09-10 17:33:40
act-001459,user-0267,swimming,49,650,0.0,2025-08-25 02:48:11
act-001460,user-0267,weight_training,44,214,0.0,2025-10-16 01:40:52
act-001461,user-0268,swimming,19,234,0.0,2025-09-05 07:47:21
act-001462,user-0268,running,104,1120,12.66,2025-10-23 19:35:11
act-001463,user-0268,cycling,31,260,3.09,2025-09-06 04:13:54
act-001464,user-0268,yoga,67,230,0.0,2025-09-15 05:16:09
act-001465,user-0269,cycling,46,322,3.97,2025-09-27 12:51:52
act-001466,user-0269,weight_training,36,211,0.0,2025-09-08 07:06:13
act-001467,user-0269,yoga,33,95,0.0,2025-10-05 12:24:16
act-001468,user-0269,running,40,413,5.57,2025-10-19 11:57:39
act-001469,user-0270,swimming,47,549,0.0,2025-10-21 09:36:50
act-001470,user-0270,cycling,116,758,15.75,2025-09-02 10:37:45
act-001471,user-0270,cycling,90,615,12.47,2025-09-26 20:27:00
act-001472,user-0270,running,70,819,10.35,2025-08-25 15:04:08
act-001473,user-0270,cycling,71,468,10.05,2025-09-17 11:44:24
act-001474,user-0271,weight_training,78,483,0.0,2025-09-19 02:18:34
act-001475,user-0271,weight_training,119,751,0.0,2025-10-20 21:48:26
act-001476,user-0271,walking,105,383,10.51,2025-08-19 16:26:04
act-001477,user-0271,yoga,98,308,0.0,2025-10-19 20:33:50
act-001478,user-0272,running,28,267,2.8,2025-09-25 16:21:57
act-001479,user-0272,swimming,49,673,0.0,2025-10-09 22:18:10
act-001480,user-0272,weight_training,55,390,0.0,2025-09-27 03:51:28
act-001481,user-0273,walking,54,174,6.69,2025-07-27 22:03:34
act-001482,user-0273,walking,72,288,9.81,2025-08-28 10:15:05
act-001483,user-0273,swimming,42,433,0.0,2025-08-10 06:48:39
act-001484,user-0273,running,117,939,11.02,2025-09-25 13:56:14
act-001485,user-0273,running,109,987,14.74,2025-08-17 05:50:15
act-001486,user-0274,cycling,34,274,3.63,2025-08-09 06:18:49
act-001487,user-0274,weight_training,43,242,0.0,2025-10-01 16:10:50
act-001488,user-0274,walking,50,206,7.26,2025-09-08 15:08:09
act-001489,user-0274,swimming,107,1247,0.0,2025-09-24 02:12:19
act-001490,user-0274,cycling,19,134,2.8,2025-10-08 03:02:15
act-001491,user-0274,swimming,46,638,0.0,2025-08-30 07:08:39
act-001492,user-0274,running,99,1141,10.31,2025-08-16 12:41:17
act-001493,user-0275,yoga,100,310,0.0,2025-09-21 03:24:00
act-001494,user-0275,cycling,101,797,12.85,2025-08-18 22:19:20
act-001495,user-0275,yoga,104,304,0.0,2025-09-21 23:02:59
act-001496,user-0275,swimming,33,426,0.0,2025-08-01 04:06:18
act-001497,user-0275,yoga,79,279,0.0,2025-10-11 08:40:27
act-001498,user-0275,cycling,63,418,8.8,2025-08-18 15:30:46
act-001499,user-0275,swimming,98,1219,0.0,2025-08-24 04:56:21
act-001500,user-0275,walking,29,108,2.63,2025-08-10 15:06:19
act-001501,user-0276,yoga,46,165,0.0,2025-10-15 12:59:57
act-001502,user-0276,walking,69,227,6.07,2025-08-13 01:33:04
act-001503,user-0276,cycling,120,1093,13.65,2025-08-12 13:46:16
act-001504,user-0276,cycling,55,366,6.84,2025-08-26 15:17:55
act-001505,user-0276,walking,37,155,4.6,2025-08-21 01:26:14
act-001506,user-0276,cycling,108,729,9.98,2025-08-19 01:20:26
act-001507,user-0276,swimming,75,846,0.0,2025-08-26 18:09:08
act-001508,user-0276,yoga,74,200,0.0,2025-09-13 01:02:46
act-001509,user-0277,weight_training,77,520,0.0,2025-08-23 21:11:09
act-001510,user-0277,cycling,15,134,1.62,2025-08-30 02:57:50
act-001511,user-0277,yoga,105,272,0.0,2025-09-19 18:23:16
act-001512,user-0277,walking,73,309,7.29,2025-08-31 15:50:41
act-001513,user-0277,yoga,85,293,0.0,2025-08-04 15:07:19
act-001514,user-0277,cycling,74,488,10.62,2025-10-19 08:18:21
act-001515,user-0277,yoga,56,139,0.0,2025-08-04 01:03:40
act-001516,user-0277,cycling,26,238,2.71,2025-10-17 06:30:38
act-001517,user-0278,weight_training,92,466,0.0,2025-09-14 07:08:24
act-001518,user-0278,swimming,84,901,0.0,2025-09-21 23:28:53
act-001519,user-0278,running,18,171,2.45,2025-08-31 15:46:23
act-001520,user-0278,running,114,1190,11.23,2025-09-04 13:55:59
act-001521,user-0278,cycling,61,421,5.15,2025-09-10 09:50:13
act-001522,user-0278,walking,79,343,8.7,2025-08-18 23:47:58
act-001523,user-0279,yoga,82,275,0.0,2025-08-22 17:27:21
act-001524,user-0279,cycling,75,497,11.08,2025-10-11 02:50:42
act-001525,user-0279,running,38,360,5.58,2025-08-30 15:22:31
act-001526,user-0279,yoga,105,267,0.0,2025-09-26 21:24:43
act-001527,user-0279,swimming,29,343,0.0,2025-10-02 12:09:26
act-001528,user-0279,cycling,71,585,7.82,2025-08-04 10:37:06
act-001529,user-0279,walking,58,232,6.68,2025-08-30 03:34:18
act-001530,user-0280,yoga,37,132,0.0,2025-10-22 09:21:58
act-001531,user-0280,yoga,30,104,0.0,2025-08-15 11:19:59
act-001532,user-0280,cycling,40,338,4.05,2025-09-18 17:15:51
act-001533,user-0280,walking,108,346,13.39,2025-10-05 19:27:38
act-001534,user-0280,swimming,16,216,0.0,2025-08-29 06:38:11
act-001535,user-0281,running,92,905,12.04,2025-09-14 09:33:52
act-001536,user-0281,running,35,332,5.02,2025-08-26 22:31:59
act-001537,user-0281,walking,57,251,5.21,2025-08-14 05:59:51
act-001538,user-0281,running,80,767,11.46,2025-10-17 04:18:11
act-001539,user-0281,running,15,128,1.86,2025-10-21 15:08:03
act-001540,user-0282,walking,56,202,7.81,2025-10-17 19:30:42
act-001541,user-0282,weight_training,99,551,0.0,2025-08-19 09:53:08
act-001542,user-0282,swimming,96,1217,0.0,2025-07-28 02:24:57
act-001543,user-0283,yoga,47,132,0.0,2025-10-04 15:53:06
act-001544,user-0283,cycling,58,522,4.9,2025-07-31 13:41:36
act-001545,user-0283,yoga,61,213,0.0,2025-08-31 02:12:06
act-001546,user-0283,running,111,1327,13.87,2025-08-06 01:49:52
act-001547,user-0283,walking,99,392,12.63,2025-08-01 22:25:03
act-001548,user-0283,walking,34,147,4.86,2025-08-09 20:39:55
act-001549,user-0283,running,93,966,12.58,2025-09-29 00:14:47
act-001550,user-0283,cycling,91,637,11.2,2025-08-05 06:13:32
act-001551,user-0284,walking,21,90,2.67,2025-08-12 09:36:24
act-001552,user-0284,yoga,99,332,0.0,2025-10-13 09:17:33
act-001553,user-0284,swimming,102,1135,0.0,2025-08-02 07:58:44
act-001554,user-0284,cycling,90,780,12.0,2025-07-30 14:49:03
act-001555,user-0285,yoga,110,349,0.0,2025-08-24 02:18:12
act-001556,user-0285,weight_training,117,808,0.0,2025-09-10 19:20:38
act-001557,user-0285,yoga,67,188,0.0,2025-08-16 16:59:22
act-001558,user-0286,walking,20,81,2.12,2025-10-19 07:39:31
act-001559,user-0286,cycling,98,932,9.31,2025-08-15 21:04:24
act-001560,user-0286,walking,77,300,7.89,2025-08-08 06:49:07
act-001561,user-0286,walking,48,165,5.13,2025-08-18 10:41:22
act-001562,user-0286,yoga,94,253,0.0,2025-09-20 04:45:32
act-001563,user-0287,weight_training,70,438,0.0,2025-10-06 23:21:21
act-001564,user-0287,cycling,102,918,9.76,2025-09-25 15:53:18
act-001565,user-0287,weight_training,74,408,0.0,2025-10-06 12:00:05
act-001566,user-0287,cycling,69,489,6.29,2025-08-07 22:32:44
act-001567,user-0287,yoga,69,183,0.0,2025-10-11 11:16:52
act-001568,user-0287,running,73,605,9.01,2025-10-11 12:38:14
act-001569,user-0288,weight_training,84,545,0.0,2025-09-05 18:30:58
act-001570,user-0288,running,109,1294,16.25,2025-10-19 01:36:52
act-001571,user-0288,swimming,70,890,0.0,2025-08-19 03:23:30
act-001572,user-0288,weight_training,61,391,0.0,2025-09-30 06:05:04
act-001573,user-0288,swimming,71,834,0.0,2025-08-07 21:09:18
act-001574,user-0288,swimming,21,292,0.0,2025-08-23 21:40:25
act-001575,user-0288,walking,34,138,4.23,2025-09-09 02:39:22
act-001576,user-0289,weight_training,106,524,0.0,2025-10-16 11:33:08
act-001577,user-0289,weight_training,34,168,0.0,2025-08-20 08:47:32
act-001578,user-0289,walking,18,73,2.11,2025-09-13 09:54:00
act-001579,user-0289,yoga,110,281,0.0,2025-08-27 01:30:33
act-001580,user-0290,swimming,102,1078,0.0,2025-08-30 12:43:14
act-001581,user-0290,walking,78,285,8.42,2025-07-30 21:25:13
act-001582,user-0290,weight_training,107,715,0.0,2025-07-29 14:49:08
act-001583,user-0290,weight_training,102,555,0.0,2025-09-15 04:01:36
act-001584,user-0290,walking,57,251,7.3,2025-08-05 23:22:53
act-001585,user-0290,cycling,79,753,8.65,2025-09-30 01:44:07
act-001586,user-0290,yoga,72,205,0.0,2025-09-27 17:23:40
act-001587,user-0291,cycling,96,919,9.26,2025-08-12 07:27:30
act-001588,user-0291,swimming,96,965,0.0,2025-08-24 09:10:52
act-001589,user-0291,cycling,114,822,16.03,2025-10-22 01:00:12
act-001590,user-0291,weight_training,63,383,0.0,2025-07-30 13:14:17
act-001591,user-0292,running,64,526,8.14,2025-07-28 09:32:40
act-001592,user-0292,weight_training,47,258,0.0,2025-07-30 00:47:15
act-001593,user-0292,weight_training,112,749,0.0,2025-09-13 09:56:36
act-001594,user-0292,swimming,32,363,0.0,2025-10-17 02:39:28
act-001595,user-0292,running,64,724,7.14,2025-10-22 13:09:12
act-001596,user-0292,cycling,100,897,11.08,2025-07-31 17:20:34
act-001597,user-0292,walking,51,242,7.24,2025-08-05 00:58:34
act-001598,user-0292,running,32,294,4.53,2025-08-19 16:14:50
act-001599,user-0293,weight_training,53,324,0.0,2025-08-15 03:03:45
act-001600,user-0293,walking,19,89,2.15,2025-10-01 13:36:45
act-001601,user-0293,cycling,117,1061,11.55,2025-08-30 20:39:30
act-001602,user-0293,yoga,28,96,0.0,2025-09-04 20:01:08
act-001603,user-0293,running,56,615,6.87,2025-08-10 12:17:31
act-001604,user-0293,yoga,37,102,0.0,2025-08-09 17:12:51
act-001605,user-0294,swimming,103,1258,0.0,2025-08-16 10:07:51
